Recipient,hpAfrica1,hpAfrica2,hpAsia2,hpEurope,hpNEAfrica,hpNorthAsia,hpSahul,hpSiberia,hspHAEAsiaN,hspHAEAsiaS,hspLASEAsia,hspLAEAJapan,属性
HEL_CA5319AA_AS,62.722109,17.507236,88.204148,77.083842,52.607352,273.094564,51.548601,202.58191,419.153761,374.703287,440.149006,894.333262,hspLAEAJapan
HEL_CA5154AA_AS,21.231198,13.620244,70.627831,56.642856,28.609139,250.715269,49.295426,200.010425,448.504981,427.596255,489.099108,914.312113,hspLAEAJapan
HEL_CA5185AA_AS,21.711039,15.923,89.357359,63.941045,33.964223,252.612636,52.521385,191.517446,469.197251,425.998747,475.874566,931.757062,hspLAEAJapan
HEL_CA5188AA_AS,27.730093,15.731342,98.416976,101.305645,32.519756,267.863505,59.52737,213.89378,437.909865,399.546249,424.634246,915.96928,hspLAEAJapan
HEL_CA5212AA_AS,20.927227,13.889785,77.757553,64.214818,27.067459,274.415653,55.986636,183.492215,456.747005,398.795508,428.992936,928.089763,hspLAEAJapan
HEL_CA5213AA_AS,18.678147,10.616371,81.307111,50.45567,27.180026,293.279492,44.705926,200.322181,415.949661,402.799271,422.726136,972.146839,hspLAEAJapan
HEL_CA5269AA_AS,25.408217,17.15904,83.831282,76.595914,34.509592,274.541669,50.004016,199.622445,444.169893,427.451224,492.935198,914.47746,hspLAEAJapan
HEL_CA5271AA_AS,29.664662,20.768518,122.418387,112.326864,64.32544,292.993227,52.755323,245.981083,410.437893,379.450954,426.93005,854.008421,hspLAEAJapan
HEL_CA5272AA_AS,22.050193,14.3687,84.283937,58.064748,28.370314,284.972075,51.004475,200.05197,464.983245,441.112196,502.412532,871.947824,hspLAEAJapan
HEL_CA5276AA_AS,23.849013,13.108853,87.900183,61.078142,32.879104,299.658228,46.508782,196.908308,464.770413,420.108393,464.579518,855.868402,hspLAEAJapan
HEL_CA5277AA_AS,21.765441,11.308972,73.309577,61.117523,24.823303,266.029029,62.488517,177.739581,446.812769,423.193076,470.093907,912.093101,hspLAEAJapan
HEL_CA5282AA_AS,23.877186,10.93059,80.555801,57.185955,33.888969,314.596411,52.762896,224.465913,459.687949,423.391314,485.243876,874.967108,hspLAEAJapan
HEL_CA5283AA_AS,29.501938,15.384919,95.981698,64.347707,30.823341,270.257313,55.759318,193.224643,449.952113,450.432388,419.390249,907.651522,hspLAEAJapan
HEL_CA5284AA_AS,34.625311,17.544148,113.255419,115.879244,49.90688,287.30627,63.054846,244.953961,415.319343,375.24439,451.549232,849.951403,hspLAEAJapan
HEL_CA5288AA_AS,48.792015,16.910858,107.577273,106.568058,50.757822,274.035856,54.915257,202.351971,457.373045,436.530495,474.849152,877.083066,hspLAEAJapan
HEL_CA5290AA_AS,29.919194,11.639688,70.553497,60.489082,28.807197,287.068823,64.719161,209.602063,510.876877,417.507122,486.954949,923.687221,hspLAEAJapan
HEL_CA5291AA_AS,32.410157,19.075405,116.071821,90.780078,51.88076,512.615719,79.686389,310.611596,365.740732,302.962072,428.210132,876.439843,hspLAEAJapan
HEL_CA5293AA_AS,23.215774,13.183219,78.458053,65.947677,33.79725,274.124949,53.836138,191.640483,514.089837,431.047492,453.719599,868.886451,hspLAEAJapan
HEL_CA5294AA_AS,22.324393,10.360008,69.85322,54.151726,27.970774,240.870535,51.896275,173.996794,417.443299,395.177553,411.475443,951.74031,hspLAEAJapan
HEL_CA5299AA_AS,12.741482,12.666413,34.587569,27.019322,15.473057,129.057183,27.50433,97.114128,177.004346,161.181343,170.302891,944.976014,hspLAEAJapan
HEL_CA5300AA_AS,25.207961,13.251779,83.434101,66.939667,32.47739,364.971718,47.081417,245.616717,434.17897,394.635545,462.899955,802.176313,hspLAEAJapan
HEL_CA5302AA_AS,24.330454,13.583987,88.891543,81.794699,44.207411,293.413756,52.357808,232.176697,455.030991,451.857689,469.372965,858.321961,hspLAEAJapan
HEL_CA5308AA_AS,27.093056,17.510531,72.034909,63.60298,32.85539,282.406614,58.968506,226.770276,439.256205,442.612755,488.19512,905.521411,hspLAEAJapan
HEL_CA5309AA_AS,24.688757,13.227956,98.98627,69.208312,31.762386,347.465823,55.992102,197.104142,453.601313,435.711143,489.584122,833.897998,hspLAEAJapan
HEL_CA5314AA_AS,27.328554,13.068241,81.981972,64.750745,35.150946,360.223937,60.09942,209.720064,486.365886,384.60523,474.316369,849.862797,hspLAEAJapan
HEL_CA5316AA_AS,51.103997,17.542395,96.09085,102.479057,47.082852,262.473878,65.738684,198.155384,470.053957,411.780439,476.976867,868.870727,hspLAEAJapan
HEL_CA5874AA_AS,23.347836,12.992725,87.505074,59.811926,34.430872,297.443497,56.351915,174.439598,461.870102,406.194956,516.99026,862.224313,hspLAEAJapan
HEL_CA5880AA_AS,28.813117,11.931364,92.297194,59.987632,30.523991,284.01655,54.684606,170.861539,435.133703,351.948155,481.37827,955.792794,hspLAEAJapan
HEL_CA5884AA_AS,25.37919,14.956181,73.772813,67.68866,27.046785,248.757125,49.651611,206.657574,465.221263,426.19239,480.354611,841.268762,hspLAEAJapan
HEL_CA5886AA_AS,27.388853,11.672316,88.625478,61.079045,28.994395,259.420273,57.585952,191.27871,403.135377,373.290695,415.504919,913.286032,hspLAEAJapan
HEL_CA6212AA_AS,29.702554,17.660768,95.050078,93.851679,48.899154,325.289206,54.073601,224.304776,455.169997,427.050639,490.704723,831.044194,hspLAEAJapan
HEL_CA6213AA_AS,37.90587,13.229783,102.057722,84.304946,46.610921,326.998553,54.22589,229.72733,461.790406,448.106658,510.171664,854.999307,hspLAEAJapan
HEL_CA6214AA_AS,35.466423,14.623684,133.624218,118.68383,66.195019,360.825052,55.070164,252.115704,393.032304,382.565948,399.004355,838.854277,hspLAEAJapan
HEL_CA6216AA_AS,26.270256,18.275998,108.452563,89.74216,42.082161,270.432442,50.333564,221.36108,463.955118,420.417034,481.778767,835.957081,hspLAEAJapan
HEL_CA6220AA_AS,20.981762,17.292648,79.38386,58.020839,27.751996,263.193446,59.425685,177.877163,460.322251,425.50728,498.054658,917.651586,hspLAEAJapan
HEL_CA6222AA_AS,26.034721,17.314406,88.381714,74.322066,38.50524,333.228916,60.782845,241.165419,477.222052,422.155281,500.383746,861.552126,hspLAEAJapan
HEL_CA6226AA_AS,20.617178,11.212051,94.056079,55.002527,27.263196,267.76429,53.380123,184.676138,438.013278,366.316182,482.152846,968.16423,hspLAEAJapan
HEL_CA6228AA_AS,23.891799,14.39791,78.886764,56.811215,30.719798,280.8262,48.280947,187.540399,475.444419,352.81736,440.918642,986.625764,hspLAEAJapan
HEL_CA6229AA_AS,37.981492,20.165559,109.480835,119.237966,63.851902,314.942197,62.53574,233.171235,459.472891,429.404304,526.48046,823.548892,hspLAEAJapan
HEL_CA6230AA_AS,32.961555,12.764427,88.77459,74.829448,42.256683,293.136199,64.535188,223.352721,449.067769,423.889015,547.6302,837.431101,hspLAEAJapan
HEL_CA6233AA_AS,23.55598,13.583022,78.533274,63.883132,32.068779,266.314464,47.950825,190.480001,461.394306,427.164081,464.061972,922.950118,hspLAEAJapan
HEL_CA6234AA_AS,40.50153,20.117645,130.510957,163.734994,96.245305,296.470824,50.364382,241.03692,407.048973,393.065242,438.374233,840.713785,hspLAEAJapan
HEL_CA6236AA_AS,95.08885,24.667234,242.356968,353.799337,215.500076,305.185804,79.721898,272.245437,365.659581,351.878918,418.198463,726.996659,hspLAEAJapan
HEL_CA6238AA_AS,43.483784,21.458429,122.835621,141.144948,68.893627,299.185339,65.874954,226.959811,476.160814,447.452831,513.512548,798.873015,hspLAEAJapan
HEL_CA6239AA_AS,20.06674,12.891329,82.828181,61.493418,27.131132,272.103896,54.23733,203.030812,464.77909,408.80011,490.141325,933.092048,hspLAEAJapan
HEL_CA6243AA_AS,52.364572,23.107089,170.158692,246.241011,86.154332,339.499945,69.187045,262.728911,406.611017,371.303664,430.270565,749.904342,hspLAEAJapan
HEL_CA6245AA_AS,20.026246,13.021483,79.218412,49.636189,27.009326,243.721082,50.002786,169.377802,435.600906,373.971914,423.326871,1007.03615,hspLAEAJapan
HEL_CA6246AA_AS,36.889974,16.079898,117.800524,177.374349,54.809934,286.270592,63.789198,215.695118,437.197036,425.26352,473.651534,816.757857,hspLAEAJapan
HEL_CA6251AA_AS,22.900465,10.414691,69.006783,65.057181,27.014425,262.160733,43.835699,179.066131,366.834694,348.754008,394.309514,1054.685852,hspLAEAJapan
HEL_CA6296AA_AS,31.682247,15.925671,94.23483,78.538686,48.234261,279.511107,62.907704,224.135479,419.228062,448.103923,534.686532,847.336389,hspLAEAJapan
HEL_CA6418AA_AS,22.062608,17.259627,76.178575,55.319109,31.816589,262.73567,72.742095,169.153873,374.940577,331.812768,490.135881,920.150211,hspLAEAJapan
HEL_CA6754AA_AS,36.678245,15.197537,95.444817,80.174246,48.593022,305.902021,61.861724,209.064766,443.276995,401.089526,532.787611,812.275767,hspLAEAJapan
HEL_CA6787AA_AS,46.947056,19.519503,176.749548,201.298655,99.915238,318.075842,58.011298,241.504542,394.030613,378.138171,433.271968,797.26396,hspLAEAJapan
HEL_CA6862AA_AS,24.022629,18.017388,79.153242,53.509022,27.361554,265.583509,61.742772,189.07108,476.074036,453.19529,471.422231,904.919921,hspLAEAJapan
HEL_CA0634AA_AS,21.565649,10.914227,74.829896,62.864004,29.408793,270.778163,57.543171,190.395641,477.624771,384.933253,500.530379,917.185732,hspLAEAJapan
HEL_CA6211AA_AS,27.387507,15.127485,85.220539,91.345289,39.320947,286.760237,60.592293,202.461826,411.621202,437.049484,507.461017,867.997558,hspLAEAJapan
HEL_CA5150AA_AS,26.058275,16.892248,90.887336,69.928898,26.916968,258.329885,53.310493,180.422302,420.84689,400.582044,392.707661,900.764784,hspLAEAJapan
HEL_CA6209AA_AS,52.559989,20.974919,151.068335,157.133505,82.284615,320.74715,67.808708,246.401072,432.29156,394.080753,563.075117,766.711206,hspLAEAJapan
HEL_CA6197AA_AS,33.376329,13.053384,85.355687,81.01092,37.521496,304.52599,53.919894,227.751329,401.194277,356.066542,416.548827,989.703838,hspLAEAJapan
HEL_CA5889AA_AS,25.292583,14.558358,75.644843,58.512643,26.870365,288.443538,57.25121,209.920952,452.103364,418.905997,510.979921,936.708803,hspLAEAJapan
HEL_CA5895AA_AS,21.955325,15.897574,93.59921,70.890963,35.470387,354.460003,49.749682,218.567371,485.594419,432.116901,464.320176,817.931457,hspLAEAJapan
HEL_CA5898AA_AS,25.363472,16.565064,83.072854,60.604726,33.129177,279.53883,53.213118,190.003498,492.623871,434.143227,474.241984,898.438148,hspLAEAJapan
HEL_CA5899AA_AS,23.720617,13.384407,72.642953,60.086048,28.420693,270.849587,55.220693,188.744522,451.49715,397.993531,435.020459,915.537918,hspLAEAJapan
HEL_CA5902AA_AS,25.41326,11.590246,101.639791,81.532095,35.924627,332.498127,60.078766,241.624511,418.20437,385.441054,467.184687,817.812198,hspLAEAJapan
HEL_CA5904AA_AS,25.265927,14.367962,83.547696,69.588211,29.459342,289.362059,67.946129,230.182158,451.970557,414.888256,491.565683,886.165133,hspLAEAJapan
HEL_CA5905AA_AS,20.573276,18.395112,76.949718,56.406861,31.642414,248.894437,57.586977,188.249309,434.714147,410.556552,479.380617,916.965888,hspLAEAJapan
HEL_CA5913AA_AS,22.582634,14.737595,71.922176,68.462629,36.527798,305.685502,59.05742,192.93714,470.445749,433.603914,484.806038,923.583904,hspLAEAJapan
HEL_CA5914AA_AS,25.960608,15.966642,80.168265,79.567404,31.807385,288.338336,54.144561,190.562891,482.200612,427.146202,496.3056,911.578332,hspLAEAJapan
HEL_CA5915AA_AS,21.267661,14.259862,73.602401,62.186738,30.332111,268.038939,52.262298,179.750494,458.589448,400.05272,440.287969,933.785868,hspLAEAJapan
HEL_CA5917AA_AS,25.369479,20.227721,90.205799,110.185528,38.810304,270.543084,63.843568,177.406511,440.605061,396.17229,502.803191,818.427493,hspLAEAJapan
HEL_CA5919AA_AS,20.872993,14.071829,70.739107,114.29097,28.292211,277.744661,54.124712,173.974132,429.071457,430.548176,458.706314,885.905258,hspLAEAJapan
HEL_CA5998AA_AS,29.316304,15.728185,203.927845,91.794847,49.95254,284.904025,61.403954,196.60508,462.22798,407.105883,438.551193,882.233541,hspLAEAJapan
HEL_CA6166AA_AS,22.511664,17.133046,103.72447,61.717353,34.387223,265.954627,62.595657,199.997639,450.718319,438.920481,567.945956,806.518196,hspLAEAJapan
HEL_CA6170AA_AS,35.617739,16.209385,116.69565,105.194995,55.12264,287.274496,57.468915,248.613583,492.185407,409.192763,470.360122,825.620823,hspLAEAJapan
HEL_CA6173AA_AS,61.714757,26.906419,184.427586,252.050918,139.375354,333.64035,57.411688,264.590325,403.209216,371.431414,401.379569,731.170351,hspLAEAJapan
HEL_CA6174AA_AS,52.654465,22.330268,144.741157,188.905625,107.925158,295.548856,56.110648,234.51241,406.319454,390.193786,435.872158,821.388424,hspLAEAJapan
HEL_CA6175AA_AS,23.424014,13.746794,72.209329,64.060058,30.328684,341.17686,47.083948,192.777876,442.927673,437.413237,500.899129,853.944055,hspLAEAJapan
HEL_CA6177AA_AS,33.707325,15.606787,128.489089,90.999122,41.072827,324.95039,64.555217,250.603567,437.341801,419.029912,439.575889,930.703997,hspLAEAJapan
HEL_CA6183AA_AS,26.754065,15.613905,101.464248,80.213087,48.371688,274.08366,61.16859,205.306088,433.680708,440.740521,538.749997,851.742088,hspLAEAJapan
HEL_CA6184AA_AS,20.274398,13.82796,70.658343,54.732012,33.343474,269.260019,49.626213,170.39841,443.105743,378.076185,454.251371,927.244999,hspLAEAJapan
HEL_CA6186AA_AS,59.804599,16.578143,160.936609,202.189939,106.250087,292.882145,55.249113,250.81895,426.870763,380.649192,431.511343,766.189733,hspLAEAJapan
HEL_CA6187AA_AS,17.624384,10.908204,75.033634,59.570438,26.159676,311.421529,49.348581,216.479191,447.679776,444.845793,475.697094,856.022526,hspLAEAJapan
HEL_CA6188AA_AS,37.721085,14.976074,135.206774,110.323804,68.92924,287.295472,54.791235,210.301218,435.815125,403.906992,544.347253,807.979079,hspLAEAJapan
HEL_CA6195AA_AS,44.019399,20.018428,124.800684,122.602545,67.440172,298.239295,60.258421,215.893153,449.875349,426.93249,551.814224,780.28737,hspLAEAJapan
HEL_CA6201AA_AS,39.715033,17.571237,144.662183,121.813882,71.580458,501.730312,83.870078,355.814345,332.099603,342.150599,468.294324,807.513062,hspLAEAJapan
HEL_CA5147AA_AS,24.679915,9.581395,61.801306,59.136948,29.863538,227.646435,52.050556,154.458446,440.620225,355.554675,411.986484,974.03224,hspLAEAJapan
HEL_CA5918AA_AS,21.760696,15.173846,83.96299,92.874746,33.518867,280.569326,54.56994,200.551568,403.26539,397.493267,425.788346,882.160486,hspLAEAJapan
HEL_CA5141AA_AS,22.578689,14.496633,68.053295,54.797158,25.341288,247.470991,50.655341,160.796909,390.52301,369.125568,407.350821,955.572146,hspLAEAJapan
HEL_CA3149AA_AS,24.556933,15.614143,89.022929,72.489168,31.848143,322.118688,54.845604,210.761123,481.907246,448.640765,485.850704,832.418718,hspLAEAJapan
HEL_CA3146AA_AS,20.808136,13.590627,48.950276,68.808859,26.186011,162.346667,34.154212,105.700143,199.014753,195.501182,226.797122,1144.534868,hspLAEAJapan
HEL_CA3144AA_AS,16.437784,13.527989,63.194279,46.426612,20.758944,206.788893,36.154337,154.510844,285.530853,289.409645,313.717555,1112.965751,hspLAEAJapan
HEL_CA3142AA_AS,19.903938,11.550774,85.568709,75.178419,29.015857,299.733998,37.317739,197.686025,406.461963,407.880165,421.064384,972.03162,hspLAEAJapan
HEL_CA3139AA_AS,15.518505,8.354568,57.858741,47.221745,21.103989,171.300373,33.822609,138.131361,276.860706,254.742046,260.853054,1011.90764,hspLAEAJapan
HEL_CA3138AA_AS,20.197397,14.461751,73.954962,54.634746,29.395808,196.392956,34.256116,134.870229,303.145539,266.827455,308.726268,1062.085128,hspLAEAJapan
HEL_CA3203AA_AS,24.972395,15.586925,83.222767,98.829782,32.454971,220.788984,46.406543,185.790126,367.460191,336.071762,358.939316,1036.267095,hspLAEAJapan
HEL_CA3207AA_AS,26.605222,17.229842,93.435393,67.144066,28.948123,373.374559,54.38237,261.918732,419.307602,408.414968,376.382615,955.132691,hspLAEAJapan
HEL_CA3132AA_AS,14.729942,12.297061,42.024666,41.168443,16.937174,165.141729,27.978828,108.028827,248.3049,229.064111,250.605871,1046.380422,hspLAEAJapan
HEL_CA3208AA_AS,36.257957,12.398298,72.736177,95.428473,27.628714,241.756155,52.499395,196.472778,399.752798,344.613592,570.723938,834.527819,hspLAEAJapan
HEL_CA3127AA_AS,17.782972,9.70311,65.801861,59.717893,20.070999,190.900576,27.794284,121.777663,237.167658,211.843287,234.172254,1093.094687,hspLAEAJapan
HEL_CA3150AA_AS,15.566417,10.012685,69.744181,47.72811,20.023867,259.015679,38.549928,168.904938,380.869433,309.689821,383.032093,1032.029081,hspLAEAJapan
HEL_CA3211AA_AS,24.881622,17.282529,88.26025,65.869796,33.182567,301.483313,45.678148,216.141778,457.064577,401.699978,450.864686,871.958123,hspLAEAJapan
HEL_CA3124AA_AS,24.6509,12.926057,83.333009,75.639887,32.890979,271.655577,51.220027,221.294523,506.637088,430.101669,499.598911,870.202179,hspLAEAJapan
HEL_CA3121AA_AS,13.95171,7.305181,40.962685,40.023504,18.339371,143.005676,26.352029,95.824257,152.398689,169.968999,124.51592,1061.86487,hspLAEAJapan
HEL_CA0637AA_AS,22.843709,11.812499,78.455435,61.975949,30.673841,326.472351,51.400986,187.870499,421.00039,394.296203,388.073672,881.991823,hspLAEAJapan
HEL_CA3217AA_AS,17.677378,11.970493,47.976074,104.485428,21.181607,204.345137,35.511132,138.143681,252.650105,229.116484,231.685574,1058.964678,hspLAEAJapan
HEL_CA3247AA_AS,25.102829,12.798405,70.258221,60.501994,30.073114,309.132527,58.877553,195.889444,463.126368,436.479277,480.181038,868.380945,hspLAEAJapan
HEL_CA3867AA_AS,26.623632,14.314742,86.2843,66.102153,30.500673,301.511818,49.539925,193.015223,469.626402,433.054371,451.632933,916.960714,hspLAEAJapan
HEL_CA3869AA_AS,29.375108,14.305187,72.044453,65.014401,33.708014,295.077208,54.258504,172.916318,416.661738,396.080306,492.745245,903.742336,hspLAEAJapan
HEL_CA3870AA_AS,27.369727,20.321965,91.79562,68.670821,39.645276,283.305192,52.334874,181.826145,466.880446,420.907078,490.192218,914.459976,hspLAEAJapan
HEL_CA3935AA_AS,18.522351,10.051798,49.542656,46.883891,24.791003,171.56526,37.635806,116.538562,289.654383,234.749514,271.739349,968.008883,hspLAEAJapan
HEL_CA3937AA_AS,28.608739,13.820494,71.752219,58.033316,30.433855,303.276892,54.169275,191.378154,432.655225,426.293743,491.265961,896.750126,hspLAEAJapan
HEL_CA3939AA_AS,20.545014,12.8239,88.913745,59.92978,28.948929,260.253818,47.383973,172.036794,392.503227,402.685463,429.4605,925.925173,hspLAEAJapan
HEL_CA3126AA_AS,22.258311,9.893589,66.157809,59.827361,25.507576,192.071173,34.225188,158.188999,290.194218,302.377022,291.623737,1033.804297,hspLAEAJapan
HEL_CA3940AA_AS,27.431666,16.591168,79.814034,49.977878,30.227129,269.13371,50.663506,184.799234,424.436377,417.938552,439.425703,945.063653,hspLAEAJapan
HEL_CA3152AA_AS,19.011256,14.710604,58.385372,47.927074,22.609861,197.187774,34.432045,128.418074,308.555939,296.221554,270.724535,1107.050927,hspLAEAJapan
HEL_CA3154AA_AS,13.382318,11.336425,39.047925,27.97068,15.494716,140.667878,31.271341,113.229935,185.592774,190.715049,200.643932,1111.002251,hspLAEAJapan
HEL_CA3195AA_AS,11.910484,8.979022,36.856538,33.123825,17.315557,137.683828,23.789882,106.452836,178.052393,168.923038,182.267866,1065.189782,hspLAEAJapan
HEL_CA3194AA_AS,17.59526,11.478724,63.078643,42.080238,22.901881,221.885565,38.450899,140.064368,303.701392,273.786161,317.853302,1106.608802,hspLAEAJapan
HEL_CA3192AA_AS,16.804199,9.678421,44.16913,36.598709,18.222774,165.839788,22.777562,111.068294,155.785399,146.87843,166.017582,1014.486488,hspLAEAJapan
HEL_CA3188AA_AS,22.800342,11.193065,67.428986,54.628672,26.940065,227.621635,33.898126,156.567057,345.728967,356.940806,368.573139,1015.00516,hspLAEAJapan
HEL_CA3185AA_AS,8.257018,6.783817,31.422521,27.812885,16.017059,97.049028,20.323085,73.562477,123.957079,120.936378,138.475975,948.195287,hspLAEAJapan
HEL_CA3184AA_AS,18.416009,12.203101,58.067666,47.441039,25.519083,193.77985,30.535452,163.577167,246.750439,264.892888,278.786278,1099.047814,hspLAEAJapan
HEL_CA3181AA_AS,20.518529,10.803022,63.460095,66.19829,24.802136,209.873822,43.033667,172.316095,355.091893,357.132865,378.301033,979.318815,hspLAEAJapan
HEL_CA3178AA_AS,14.320599,9.27058,27.360762,28.012034,13.579748,101.003403,20.029271,83.410743,108.556455,101.595939,117.642236,866.213921,hspLAEAJapan
HEL_CA3176AA_AS,16.779675,7.644185,32.5808,32.587734,17.253291,110.092461,21.017482,74.15922,133.695909,142.499324,144.550312,934.746055,hspLAEAJapan
HEL_CA3198AA_AS,24.988396,14.905291,75.735598,63.782887,31.156545,280.196349,49.68928,172.885128,384.711965,378.892834,427.693051,1041.635344,hspLAEAJapan
HEL_CA3174AA_AS,18.454676,13.662269,67.47837,69.648155,27.743702,211.804512,43.980444,163.35256,359.393104,311.174409,359.265629,1033.993766,hspLAEAJapan
HEL_CA3202AA_AS,19.020159,12.832042,64.591704,62.657914,24.818182,230.812006,36.612493,165.026156,375.672596,355.671182,402.78714,964.935063,hspLAEAJapan
HEL_CA3172AA_AS,29.380251,13.214917,104.324831,89.065994,44.590849,271.308152,46.225393,218.053971,382.263798,365.370913,425.318337,985.122413,hspLAEAJapan
HEL_CA3168AA_AS,23.340352,12.924913,66.426825,79.984594,31.861662,234.70616,54.390171,178.605402,350.367452,307.089541,371.602688,1035.089002,hspLAEAJapan
HEL_CA3167AA_AS,18.577119,7.750317,50.720929,37.033404,17.245636,125.538259,29.082299,102.044367,174.004851,166.796935,205.711424,1085.170257,hspLAEAJapan
HEL_CA3165AA_AS,14.605689,10.937209,34.343056,29.467675,12.365333,119.609486,27.822616,89.281121,167.639124,175.097153,165.150811,1015.723295,hspLAEAJapan
HEL_CA3164AA_AS,13.392849,11.481131,49.347214,55.672066,22.174339,143.068543,25.354759,113.631521,177.926461,142.48836,162.435549,971.778591,hspLAEAJapan
HEL_CA3163AA_AS,16.66211,12.854717,36.098802,41.298731,16.199817,198.08897,26.630858,105.729967,267.218873,264.534594,271.339705,1097.769468,hspLAEAJapan
HEL_CA3200AA_AS,13.164467,10.154049,39.835036,33.428805,17.900172,131.662489,21.090638,95.49075,159.747759,131.561192,156.279816,1014.460286,hspLAEAJapan
HEL_CA5143AA_AS,171.266677,24.900044,146.871555,295.731551,141.922735,299.374698,57.188724,228.287944,431.146931,399.471652,453.891006,748.554699,hspLAEAJapan
HEL_CA3162AA_AS,16.600209,10.552833,57.325191,40.130412,20.770183,180.170545,36.153342,119.709078,209.64509,195.761395,226.738625,1081.027779,hspLAEAJapan
HEL_CA3160AA_AS,10.409891,5.78645,38.53198,28.012257,14.932007,112.897731,25.738244,74.350163,135.625475,121.444498,177.000807,940.947886,hspLAEAJapan
HEL_CA3157AA_AS,17.430105,12.912562,62.059249,61.644374,24.686444,243.17335,35.481406,144.053687,284.051115,265.880869,313.090296,1045.985231,hspLAEAJapan
HEL_CA3156AA_AS,17.500703,9.544582,53.805161,42.31231,25.261113,207.053951,26.623725,114.257497,317.261695,269.877096,307.800654,1027.411511,hspLAEAJapan
HEL_CA3171AA_AS,20.691842,10.012602,58.148159,53.499132,24.327372,220.618731,33.691038,163.53799,267.310523,246.375317,240.706611,1082.638753,hspLAEAJapan
HEL_CA3941AA_AS,15.278778,12.837585,46.426697,39.707819,17.977381,190.138305,31.402145,133.857468,292.602314,225.359343,308.03669,1011.48036,hspLAEAJapan
HEL_CA3129AA_AS,20.29655,9.430273,52.973708,49.081324,24.681595,226.354873,34.694167,137.466704,319.184563,259.409769,309.145109,1106.562319,hspLAEAJapan
HEL_CA3945AA_AS,27.406376,17.230224,69.201924,57.666202,30.353283,286.792161,62.329688,179.483902,465.840603,431.087896,555.939808,879.695021,hspLAEAJapan
HEL_CA4629AA_AS,34.104919,15.924817,134.991413,108.66665,52.09608,519.129562,79.839468,342.526661,351.20513,358.397395,450.08224,796.702693,hspLAEAJapan
HEL_CA4633AA_AS,35.154591,18.695234,135.855869,113.336894,53.520733,395.065123,83.569111,228.444821,445.981924,399.997565,480.013264,828.20546,hspLAEAJapan
HEL_CA4634AA_AS,22.410617,9.724505,63.162839,47.673058,20.751159,269.14141,46.538962,162.104543,443.283364,375.459243,391.236509,962.447574,hspLAEAJapan
HEL_CA4635AA_AS,19.298894,10.701457,84.686663,65.707909,30.61335,272.756707,45.839238,180.581977,446.945617,366.565327,413.418098,921.365435,hspLAEAJapan
HEL_CA4637AA_AS,34.644619,12.426455,88.202986,92.543746,48.203882,313.620736,51.680002,237.652279,481.005524,433.287671,482.891487,841.529581,hspLAEAJapan
HEL_CA4638AA_AS,23.703596,13.777612,67.126188,56.697532,23.644232,240.808935,41.125424,181.639032,403.769199,374.191859,412.984886,978.225551,hspLAEAJapan
HEL_CA4645AA_AS,53.058139,22.354467,193.158115,185.889402,105.574942,321.056326,61.206404,258.477283,428.093698,371.917327,443.80719,800.379175,hspLAEAJapan
HEL_CA3944AA_AS,21.912886,14.507045,97.521023,72.289234,29.55409,297.872919,46.195876,215.262482,451.281672,414.902947,492.521446,871.422872,hspLAEAJapan
HEL_CA5097AA_AS,25.442505,13.354958,100.683629,72.978813,42.15476,280.896039,59.865721,219.103931,449.495522,439.934999,462.178922,902.362701,hspLAEAJapan
HEL_CA5100AA_AS,22.815734,15.403545,98.517237,67.862721,28.460634,264.149825,58.592924,220.456164,468.779666,416.45742,473.069014,889.733332,hspLAEAJapan
HEL_CA5101AA_AS,32.382987,13.991701,105.287403,69.860127,34.334459,281.577743,59.088141,201.964552,444.328057,420.034711,511.586593,833.355047,hspLAEAJapan
HEL_CA5105AA_AS,24.51417,14.068755,84.067029,60.703768,27.666741,252.214496,62.264505,166.376129,417.399083,398.971768,494.173844,898.763767,hspLAEAJapan
HEL_CA5108AA_AS,23.616985,12.881039,88.221884,60.243558,30.065134,288.700686,50.928886,179.853823,441.868943,435.923342,515.258215,889.120822,hspLAEAJapan
HEL_CA5110AA_AS,20.896544,12.631514,91.790701,60.422121,33.994135,262.793715,50.843937,193.725806,440.206726,341.341298,382.119562,925.627563,hspLAEAJapan
HEL_CA5114AA_AS,33.736938,10.693087,89.726813,87.577667,33.860439,302.225251,54.999914,232.175398,443.481975,384.029951,489.912166,794.591978,hspLAEAJapan
HEL_CA5116AA_AS,24.473295,11.919052,70.658958,54.398114,30.72618,248.18455,50.32473,182.178882,407.600975,386.207153,449.164606,940.08399,hspLAEAJapan
HEL_CA5118AA_AS,21.288674,15.706561,81.344856,65.098413,26.897915,269.665731,57.790146,203.456075,448.905395,427.730957,444.728589,950.449915,hspLAEAJapan
HEL_CA5120AA_AS,24.995272,14.435758,65.992246,58.81535,27.805101,243.385235,53.4726,197.039048,398.380162,381.098637,479.160039,946.269898,hspLAEAJapan
HEL_CA5121AA_AS,31.126069,15.922945,119.255942,96.986718,36.50078,276.90394,60.207416,224.701374,419.646601,401.232747,477.671587,861.903323,hspLAEAJapan
HEL_CA5122AA_AS,32.663828,21.321353,101.485538,79.39865,33.539214,319.515276,50.738477,230.12763,458.670261,485.044815,493.21743,819.156726,hspLAEAJapan
